| S.No | Skip List Time | Set Time | Closeness (%) |
| 1491 | 0.002667       | 0.002467 | 92.517087     |
| 1492 | 0.002875       | 0.002892 | 99.383465     |
| 1493 | 0.002817       | 0.002541 | 90.207243     |
| 1494 | 0.002506       | 0.002691 | 93.127439     |
| 1495 | 0.002742       | 0.002382 | 86.873525     |
| 1496 | 0.002663       | 0.003187 | 83.559822     |
| 1497 | 0.002651       | 0.002598 | 97.980606     |
| 1498 | 0.002655       | 0.002618 | 98.604066     |
| 1499 | 0.002624       | 0.002470 | 94.130831     |
| 1500 | 0.002954       | 0.002650 | 89.720886     |
| 1501 | 0.002614       | 0.002753 | 94.939418     |
| 1502 | 0.002488       | 0.002895 | 85.950174     |
| 1503 | 0.002556       | 0.002515 | 98.416259     |
| 1504 | 0.002818       | 0.002475 | 87.836137     |
| 1505 | 0.002620       | 0.002661 | 98.464693     |
| 1506 | 0.003242       | 0.002737 | 84.418288     |
| 1507 | 0.002607       | 0.003171 | 82.202717     |
| 1508 | 0.002863       | 0.002713 | 94.752273     |
| 1509 | 0.003141       | 0.002479 | 78.927412     |
| 1510 | 0.002680       | 0.002539 | 94.764045     |
| 1511 | 0.002635       | 0.002966 | 88.855417     |
| 1512 | 0.002680       | 0.003009 | 89.060067     |
| 1513 | 0.002638       | 0.002517 | 95.415768     |
| 1514 | 0.002607       | 0.002998 | 86.968637     |
| 1515 | 0.002531       | 0.003007 | 84.141387     |
| 1516 | 0.003225       | 0.003056 | 94.774000     |
| 1517 | 0.002565       | 0.002762 | 92.873669     |
| 1518 | 0.002782       | 0.003043 | 91.428027     |
| 1519 | 0.002754       | 0.002540 | 92.253642     |
| 1520 | 0.002523       | 0.002457 | 97.401069     |
| 1521 | 0.002713       | 0.002407 | 88.717046     |
| 1522 | 0.004293       | 0.004313 | 99.555456     |
| 1523 | 0.002585       | 0.002315 | 89.554322     |
| 1524 | 0.002553       | 0.002731 | 93.471912     |
| 1525 | 0.002795       | 0.002291 | 81.961786     |
| 1526 | 0.002548       | 0.002327 | 91.318723     |
| 1527 | 0.002872       | 0.003016 | 95.229653     |
| 1528 | 0.002514       | 0.002684 | 93.651461     |
| 1529 | 0.002479       | 0.002535 | 97.785702     |
| 1530 | 0.002735       | 0.002425 | 88.693472     |
| 1531 | 0.003036       | 0.002515 | 82.832966     |
| 1532 | 0.002635       | 0.002843 | 92.655320     |
| 1533 | 0.002637       | 0.002406 | 91.237395     |
| 1534 | 0.002577       | 0.003756 | 68.606832     |
| 1535 | 0.002701       | 0.002322 | 85.958366     |
| 1536 | 0.002552       | 0.002806 | 90.961378     |
| 1537 | 0.002645       | 0.002461 | 93.022727     |
| 1538 | 0.002714       | 0.002426 | 89.370468     |
| 1539 | 0.002622       | 0.002592 | 98.867459     |
| 1540 | 0.002643       | 0.002479 | 93.794093     |
| 1541 | 0.002623       | 0.002499 | 95.271143     |
| 1542 | 0.002484       | 0.002653 | 93.627950     |
| 1543 | 0.002728       | 0.002482 | 90.975880     |
| 1544 | 0.003338       | 0.002758 | 82.620735     |
| 1545 | 0.002551       | 0.002508 | 98.276141     |
| 1546 | 0.003288       | 0.002476 | 75.287704     |
| 1547 | 0.003007       | 0.002706 | 89.965723     |
| 1548 | 0.002858       | 0.002528 | 88.456500     |
| 1549 | 0.002528       | 0.002656 | 95.176846     |
| 1550 | 0.002675       | 0.002515 | 94.037150     |
| 1551 | 0.002799       | 0.002637 | 94.204588     |
| 1552 | 0.002650       | 0.002594 | 97.887968     |
| 1553 | 0.002920       | 0.002665 | 91.269987     |
| 1554 | 0.003184       | 0.002443 | 76.734604     |
| 1555 | 0.002633       | 0.002506 | 95.167429     |
| 1556 | 0.003011       | 0.002505 | 83.194315     |
| 1557 | 0.002595       | 0.002681 | 96.764039     |
| 1558 | 0.002707       | 0.002805 | 96.493171     |
| 1559 | 0.002817       | 0.002461 | 87.379342     |
| 1560 | 0.002632       | 0.002843 | 92.560696     |
| 1561 | 0.003127       | 0.002890 | 92.418300     |
| 1562 | 0.003298       | 0.002559 | 77.583213     |
| 1563 | 0.002633       | 0.002663 | 98.870166     |
| 1564 | 0.002627       | 0.002882 | 91.151533     |
| 1565 | 0.003040       | 0.002778 | 91.379261     |
| 1566 | 0.002589       | 0.002694 | 96.120384     |
| 1567 | 0.002679       | 0.002665 | 99.483821     |
| 1568 | 0.002491       | 0.002694 | 92.460364     |
| 1569 | 0.002848       | 0.002831 | 99.430687     |
| 1570 | 0.002485       | 0.002453 | 98.701649     |
| 1571 | 0.002453       | 0.002910 | 84.308908     |
| 1572 | 0.002663       | 0.002480 | 93.126478     |
| 1573 | 0.002733       | 0.002687 | 98.311462     |
| 1574 | 0.002715       | 0.002456 | 90.472188     |
| 1575 | 0.002498       | 0.002463 | 98.605117     |
| 1576 | 0.002677       | 0.002648 | 98.915316     |
| 1577 | 0.002595       | 0.002600 | 99.789768     |
| 1578 | 0.002665       | 0.002674 | 99.649907     |
| 1579 | 0.002825       | 0.002738 | 96.942135     |
| 1580 | 0.002669       | 0.002410 | 90.270797     |
| 1581 | 0.002721       | 0.002582 | 94.887565     |
| 1582 | 0.002679       | 0.002693 | 99.490361     |
| 1583 | 0.002781       | 0.003167 | 87.782989     |
| 1584 | 0.002652       | 0.002630 | 99.184072     |
| 1585 | 0.003014       | 0.002571 | 85.316669     |
| 1586 | 0.002769       | 0.002872 | 96.414271     |
| 1587 | 0.002759       | 0.002461 | 89.183172     |
| 1588 | 0.002734       | 0.002981 | 91.693823     |
| 1589 | 0.002951       | 0.002445 | 82.833690     |
| 1590 | 0.002545       | 0.003082 | 82.596337     |
| 1591 | 0.002751       | 0.002765 | 99.501445     |
| 1592 | 0.003846       | 0.002681 | 69.704642     |
| 1593 | 0.002561       | 0.002554 | 99.710414     |
| 1594 | 0.003136       | 0.002421 | 77.213088     |
| 1595 | 0.002588       | 0.002395 | 92.548269     |
| 1596 | 0.002644       | 0.002483 | 93.931911     |
| 1597 | 0.002859       | 0.002725 | 95.309957     |
| 1598 | 0.003282       | 0.003426 | 95.802206     |
| 1599 | 0.002442       | 0.002887 | 84.563703     |
| 1600 | 0.003273       | 0.003370 | 97.104341     |
| 1601 | 0.002765       | 0.002448 | 88.533097     |
| 1602 | 0.002474       | 0.002511 | 98.552407     |
| 1603 | 0.002884       | 0.002661 | 92.247271     |
| 1604 | 0.002452       | 0.003442 | 71.244210     |
| 1605 | 0.002611       | 0.003129 | 83.436215     |
| 1606 | 0.002407       | 0.002772 | 86.851539     |
| 1607 | 0.002609       | 0.002506 | 96.059455     |
| 1608 | 0.002859       | 0.002882 | 99.195551     |
| 1609 | 0.002568       | 0.002883 | 89.086179     |
| 1610 | 0.002822       | 0.003124 | 90.336371     |
| 1611 | 0.002635       | 0.002750 | 95.798818     |
| 1612 | 0.002524       | 0.002638 | 95.689134     |
| 1613 | 0.002563       | 0.003042 | 84.229540     |
| 1614 | 0.002741       | 0.003508 | 78.149523     |
| 1615 | 0.002538       | 0.002619 | 96.882861     |
| 1616 | 0.002554       | 0.002705 | 94.390817     |
| 1617 | 0.003270       | 0.002567 | 78.519166     |
| 1618 | 0.002444       | 0.002475 | 98.719306     |
| 1619 | 0.002954       | 0.002814 | 95.267451     |
| 1620 | 0.003216       | 0.002389 | 74.274147     |
| 1621 | 0.002364       | 0.002734 | 86.476015     |
| 1622 | 0.002352       | 0.002467 | 95.345161     |
| 1623 | 0.002638       | 0.002550 | 96.658430     |
| 1624 | 0.002962       | 0.002721 | 91.874722     |
| 1625 | 0.002580       | 0.002458 | 95.273296     |
| 1626 | 0.002565       | 0.002853 | 89.927632     |
| 1627 | 0.002586       | 0.002431 | 94.002580     |
| 1628 | 0.002469       | 0.002397 | 97.073563     |
| 1629 | 0.003053       | 0.002792 | 91.444588     |
| 1630 | 0.002705       | 0.002591 | 95.793859     |
| 1631 | 0.002523       | 0.002562 | 98.468268     |
| 1632 | 0.002924       | 0.002669 | 91.260600     |
| 1633 | 0.002781       | 0.002884 | 96.433950     |
| 1634 | 0.003066       | 0.002549 | 83.154656     |
| 1635 | 0.003015       | 0.002626 | 87.121805     |
| 1636 | 0.002509       | 0.002921 | 85.893178     |
| 1637 | 0.002597       | 0.002744 | 94.645528     |
| 1638 | 0.002700       | 0.002575 | 95.363333     |
| 1639 | 0.003172       | 0.002646 | 83.401240     |
| 1640 | 0.002423       | 0.003240 | 74.778265     |
| 1641 | 0.002868       | 0.002908 | 98.609640     |
| 1642 | 0.002797       | 0.002540 | 90.799095     |
| 1643 | 0.002858       | 0.002896 | 98.681163     |
| 1644 | 0.002412       | 0.002485 | 97.092334     |
| 1645 | 0.002420       | 0.002655 | 91.135751     |
| 1646 | 0.002645       | 0.002437 | 92.135580     |
| 1647 | 0.002543       | 0.002891 | 87.966203     |
| 1648 | 0.002628       | 0.002471 | 94.019557     |
| 1649 | 0.002542       | 0.002719 | 93.489424     |
| 1650 | 0.002964       | 0.003703 | 80.028122     |
| 1651 | 0.002692       | 0.003338 | 80.653002     |
| 1652 | 0.002510       | 0.003334 | 75.262770     |
| 1653 | 0.002722       | 0.002728 | 99.749383     |
| 1654 | 0.002615       | 0.002567 | 98.149561     |
| 1655 | 0.002675       | 0.002599 | 97.182475     |
| 1656 | 0.002721       | 0.002799 | 97.205732     |
| 1657 | 0.002639       | 0.002514 | 95.235992     |
| 1658 | 0.003239       | 0.003080 | 95.079547     |
| 1659 | 0.002826       | 0.002639 | 93.378047     |
| 1660 | 0.002752       | 0.002641 | 95.958050     |
| 1661 | 0.002902       | 0.002981 | 97.351970     |
| 1662 | 0.002646       | 0.002436 | 92.053498     |
| 1663 | 0.002586       | 0.002878 | 89.836265     |
| 1664 | 0.002474       | 0.002672 | 92.594507     |
| 1665 | 0.002534       | 0.002900 | 87.378691     |
| 1666 | 0.002617       | 0.003040 | 86.067818     |
| 1667 | 0.002479       | 0.003279 | 75.599451     |
| 1668 | 0.002602       | 0.002531 | 97.281793     |
| 1669 | 0.003215       | 0.002561 | 79.669227     |
| 1670 | 0.002530       | 0.002804 | 90.244764     |
| 1671 | 0.002594       | 0.003150 | 82.363749     |
| 1672 | 0.002629       | 0.002685 | 97.893906     |
| 1673 | 0.003051       | 0.003052 | 99.985615     |
| 1674 | 0.002709       | 0.003034 | 89.269020     |
| 1675 | 0.003061       | 0.002926 | 95.567099     |
| 1676 | 0.002882       | 0.002680 | 92.991243     |
| 1677 | 0.002560       | 0.002668 | 95.978808     |
| 1678 | 0.002517       | 0.002834 | 88.826678     |
| 1679 | 0.002539       | 0.002531 | 99.694005     |
| 1680 | 0.002534       | 0.002868 | 88.370526     |
| 1681 | 0.002657       | 0.002832 | 93.825454     |
| 1682 | 0.002965       | 0.002615 | 88.181317     |
| 1683 | 0.002612       | 0.002448 | 93.731572     |
| 1684 | 0.002447       | 0.002860 | 85.546152     |
| 1685 | 0.002442       | 0.002543 | 96.025366     |
| 1686 | 0.003498       | 0.002887 | 82.528788     |
| 1687 | 0.003215       | 0.002381 | 74.060418     |
| 1688 | 0.003246       | 0.002863 | 88.195485     |
| 1689 | 0.002859       | 0.002436 | 85.184654     |
| 1690 | 0.002640       | 0.002553 | 96.698682     |
| 1691 | 0.002876       | 0.003356 | 85.692651     |
| 1692 | 0.002825       | 0.002544 | 90.050998     |
| 1693 | 0.002845       | 0.002791 | 98.093747     |
| 1694 | 0.002545       | 0.002940 | 86.552429     |
| 1695 | 0.002425       | 0.002610 | 92.916417     |
| 1696 | 0.003158       | 0.002733 | 86.535857     |
| 1697 | 0.002652       | 0.002507 | 94.540309     |
| 1698 | 0.002720       | 0.002810 | 96.829153     |
| 1699 | 0.002833       | 0.002785 | 98.295406     |
| 1700 | 0.002650       | 0.002651 | 99.985211     |
| 1701 | 0.003710       | 0.003727 | 99.541659     |
| 1702 | 0.002851       | 0.002615 | 91.722157     |
| 1703 | 0.003057       | 0.003002 | 98.205752     |
| 1704 | 0.002652       | 0.002543 | 95.909266     |
| 1705 | 0.003345       | 0.004217 | 79.323149     |
| 1706 | 0.003024       | 0.003147 | 96.090533     |
| 1707 | 0.002791       | 0.002754 | 98.693755     |
| 1708 | 0.002981       | 0.003133 | 95.129620     |
| 1709 | 0.003052       | 0.002992 | 98.031772     |
| 1710 | 0.002477       | 0.002412 | 97.367330     |
| 1711 | 0.002965       | 0.002621 | 88.417925     |
| 1712 | 0.003207       | 0.002835 | 88.396916     |
| 1713 | 0.002720       | 0.002829 | 96.119486     |
| 1714 | 0.003471       | 0.002906 | 83.739810     |
| 1715 | 0.003130       | 0.003100 | 99.052190     |
| 1716 | 0.003078       | 0.002535 | 82.334221     |
| 1717 | 0.002849       | 0.003277 | 86.944750     |
| 1718 | 0.002936       | 0.002781 | 94.708193     |
| 1719 | 0.002856       | 0.002503 | 87.649206     |
| 1720 | 0.002664       | 0.002561 | 96.153758     |
| 1721 | 0.003154       | 0.003510 | 89.874084     |
| 1722 | 0.002855       | 0.002666 | 93.376070     |
| 1723 | 0.002592       | 0.002824 | 91.773237     |
| 1724 | 0.003484       | 0.003875 | 89.916908     |
| 1725 | 0.002956       | 0.003113 | 94.974594     |
| 1726 | 0.002623       | 0.003251 | 80.667745     |
| 1727 | 0.002721       | 0.002754 | 98.777395     |
| 1728 | 0.002870       | 0.002498 | 87.039705     |
| 1729 | 0.002612       | 0.002868 | 91.068166     |
| 1730 | 0.002919       | 0.002866 | 98.187083     |
| 1731 | 0.002956       | 0.002660 | 89.990095     |
| 1732 | 0.002883       | 0.002547 | 88.356408     |
| 1733 | 0.002816       | 0.002572 | 91.334028     |
| 1734 | 0.002569       | 0.003111 | 82.580152     |
| 1735 | 0.002735       | 0.002546 | 93.096635     |
| 1736 | 0.002593       | 0.003175 | 81.672770     |
| 1737 | 0.002426       | 0.002567 | 94.518578     |
| 1738 | 0.002614       | 0.002859 | 91.434175     |
| 1739 | 0.002837       | 0.002641 | 93.092513     |
| 1740 | 0.002601       | 0.003128 | 83.166925     |
| 1741 | 0.002688       | 0.002587 | 96.219780     |
| 1742 | 0.002914       | 0.002714 | 93.147833     |
| 1743 | 0.002862       | 0.003303 | 86.659796     |
| 1744 | 0.002814       | 0.002518 | 89.479571     |
| 1745 | 0.002616       | 0.003221 | 81.202152     |
| 1746 | 0.002926       | 0.003203 | 91.352634     |
| 1747 | 0.002619       | 0.002838 | 92.272457     |
| 1748 | 0.002692       | 0.003173 | 84.852150     |
| 1749 | 0.003153       | 0.002913 | 92.376764     |
| 1750 | 0.002637       | 0.002790 | 94.516683     |
| 1751 | 0.002637       | 0.002594 | 98.373653     |
| 1752 | 0.002592       | 0.003221 | 80.473880     |
| 1753 | 0.002799       | 0.002698 | 96.379074     |
| 1754 | 0.002749       | 0.002685 | 97.677891     |
| 1755 | 0.002694       | 0.002979 | 90.433958     |
| 1756 | 0.003155       | 0.002675 | 84.780528     |
| 1757 | 0.002718       | 0.002604 | 95.807967     |
| 1758 | 0.002670       | 0.002689 | 99.265206     |
| 1759 | 0.003093       | 0.002850 | 92.144285     |
| 1760 | 0.002606       | 0.002649 | 98.371328     |
| 1761 | 0.002829       | 0.003340 | 84.691784     |
| 1762 | 0.002907       | 0.002771 | 95.317764     |
| 1763 | 0.002961       | 0.002864 | 96.709421     |
| 1764 | 0.003502       | 0.002763 | 78.900388     |
| 1765 | 0.002976       | 0.002431 | 81.696219     |
| 1766 | 0.003067       | 0.003214 | 95.434305     |
| 1767 | 0.002721       | 0.002960 | 91.953101     |
| 1768 | 0.002612       | 0.002896 | 90.205454     |
| 1769 | 0.002944       | 0.002730 | 92.742137     |
| 1770 | 0.002944       | 0.002930 | 99.549771     |
| 1771 | 0.003285       | 0.002782 | 84.684651     |
| 1772 | 0.002851       | 0.002791 | 97.906215     |
| 1773 | 0.002834       | 0.003048 | 92.967247     |
| 1774 | 0.002682       | 0.002629 | 98.039861     |
| 1775 | 0.002785       | 0.002820 | 98.767793     |
| 1776 | 0.002704       | 0.002486 | 91.935347     |
| 1777 | 0.002789       | 0.002649 | 94.989170     |
| 1778 | 0.002644       | 0.002469 | 93.381747     |
| 1779 | 0.002826       | 0.002596 | 91.857505     |
| 1780 | 0.002772       | 0.002791 | 99.331415     |
| 1781 | 0.003843       | 0.002708 | 70.460533     |
| 1782 | 0.002733       | 0.002645 | 96.779402     |
| 1783 | 0.003035       | 0.002555 | 84.189731     |
| 1784 | 0.002749       | 0.002570 | 93.486323     |
| 1785 | 0.002690       | 0.002644 | 98.310939     |
| 1786 | 0.003964       | 0.002645 | 66.729898     |
| 1787 | 0.003028       | 0.002542 | 83.949208     |
| 1788 | 0.002712       | 0.002548 | 93.926551     |
| 1789 | 0.003615       | 0.003564 | 98.597206     |
| 1790 | 0.003002       | 0.002538 | 84.544723     |
| 1791 | 0.003121       | 0.002993 | 95.898523     |
| 1792 | 0.002963       | 0.002807 | 94.725930     |
| 1793 | 0.002863       | 0.002658 | 92.852762     |
| 1794 | 0.002813       | 0.002910 | 96.659329     |
| 1795 | 0.003214       | 0.002499 | 77.734534     |
| 1796 | 0.003099       | 0.003079 | 99.333405     |
| 1797 | 0.002908       | 0.002855 | 98.177107     |
| 1798 | 0.003839       | 0.003505 | 91.288043     |
| 1799 | 0.003200       | 0.003548 | 90.173675     |
| 1800 | 0.003041       | 0.003042 | 99.981558     |
| 1801 | 0.002783       | 0.002959 | 94.033526     |
| 1802 | 0.002955       | 0.003190 | 92.621544     |
| 1803 | 0.002778       | 0.002583 | 92.958699     |
| 1804 | 0.002678       | 0.003412 | 78.478520     |
| 1805 | 0.002633       | 0.002620 | 99.498376     |
| 1806 | 0.002586       | 0.002832 | 91.333731     |
| 1807 | 0.002875       | 0.003377 | 85.128853     |
| 1808 | 0.002800       | 0.002781 | 99.295298     |
| 1809 | 0.002900       | 0.002691 | 92.794405     |
| 1810 | 0.003006       | 0.002912 | 96.866138     |
| 1811 | 0.002832       | 0.002955 | 95.830533     |
| 1812 | 0.002822       | 0.002743 | 97.208415     |
| 1813 | 0.002624       | 0.002475 | 94.308516     |
| 1814 | 0.002983       | 0.002547 | 85.386446     |
| 1815 | 0.002589       | 0.002576 | 99.510412     |
| 1816 | 0.002762       | 0.002726 | 98.689356     |
| 1817 | 0.003217       | 0.002549 | 79.247222     |
| 1818 | 0.002770       | 0.002592 | 93.550230     |
| 1819 | 0.003052       | 0.002724 | 89.279210     |
| 1820 | 0.002693       | 0.002813 | 95.721516     |
| 1821 | 0.002857       | 0.003761 | 75.979657     |
| 1822 | 0.002507       | 0.002729 | 91.860325     |
| 1823 | 0.002787       | 0.002831 | 98.451418     |
| 1824 | 0.002986       | 0.002861 | 95.810098     |
| 1825 | 0.002960       | 0.002881 | 97.320333     |
| 1826 | 0.002759       | 0.002614 | 94.739440     |
| 1827 | 0.002901       | 0.002867 | 98.809710     |
| 1828 | 0.002935       | 0.002814 | 95.892223     |
| 1829 | 0.003077       | 0.002743 | 89.149334     |
| 1830 | 0.003169       | 0.002672 | 84.307433     |
| 1831 | 0.002738       | 0.002819 | 97.116485     |
| 1832 | 0.002924       | 0.003180 | 91.933457     |
| 1833 | 0.002638       | 0.002710 | 97.370506     |
| 1834 | 0.002811       | 0.003379 | 83.197486     |
| 1835 | 0.002884       | 0.002952 | 97.701589     |
| 1836 | 0.004703       | 0.003167 | 67.329495     |
| 1837 | 0.003253       | 0.002920 | 89.766824     |
| 1838 | 0.002636       | 0.003429 | 76.879032     |
| 1839 | 0.003114       | 0.003238 | 96.167893     |
| 1840 | 0.003024       | 0.003005 | 99.377542     |
| 1841 | 0.003819       | 0.004186 | 91.232610     |
| 1842 | 0.004771       | 0.003706 | 77.682255     |
| 1843 | 0.004602       | 0.004672 | 98.494077     |
| 1844 | 0.004384       | 0.003560 | 81.212070     |
| 1845 | 0.005043       | 0.004779 | 94.764391     |
| 1846 | 0.004523       | 0.004296 | 94.976733     |
| 1847 | 0.004002       | 0.003864 | 96.555222     |
| 1848 | 0.004440       | 0.004304 | 96.945039     |
| 1849 | 0.003114       | 0.003547 | 87.788295     |
| 1850 | 0.003383       | 0.002539 | 75.039526     |
| 1851 | 0.002871       | 0.002854 | 99.387165     |
| 1852 | 0.003082       | 0.003193 | 96.545200     |
| 1853 | 0.003684       | 0.002632 | 71.443715     |
| 1854 | 0.003073       | 0.002668 | 86.827640     |
| 1855 | 0.003507       | 0.003232 | 92.166204     |
| 1856 | 0.003364       | 0.002808 | 83.473612     |
| 1857 | 0.003704       | 0.003733 | 99.211373     |
| 1858 | 0.003005       | 0.002719 | 90.473660     |
| 1859 | 0.003123       | 0.002710 | 86.769648     |
| 1860 | 0.002855       | 0.002548 | 89.257770     |
| 1861 | 0.002784       | 0.002464 | 88.477315     |
| 1862 | 0.002559       | 0.003223 | 79.423043     |
| 1863 | 0.002914       | 0.002653 | 91.045952     |
| 1864 | 0.002511       | 0.002591 | 96.890598     |
| 1865 | 0.002633       | 0.003291 | 79.997496     |
| 1866 | 0.002905       | 0.002624 | 90.334922     |
| 1867 | 0.002721       | 0.002782 | 97.827355     |
| 1868 | 0.002827       | 0.003088 | 91.525538     |
| 1869 | 0.002977       | 0.003101 | 95.979899     |
| 1870 | 0.002602       | 0.002713 | 95.937010     |
| 1871 | 0.002595       | 0.003663 | 70.852948     |
| 1872 | 0.003285       | 0.002678 | 81.517474     |
| 1873 | 0.002726       | 0.003167 | 86.061224     |
| 1874 | 0.002876       | 0.003131 | 91.860988     |
| 1875 | 0.003439       | 0.002590 | 75.322696     |
| 1876 | 0.002951       | 0.004184 | 70.536857     |
| 1877 | 0.003401       | 0.003362 | 98.878649     |
| 1878 | 0.003741       | 0.004915 | 76.114634     |
| 1879 | 0.003654       | 0.003092 | 84.635724     |
| 1880 | 0.003937       | 0.003095 | 78.613086     |
| 1881 | 0.003953       | 0.003391 | 85.792867     |
| 1882 | 0.004303       | 0.003806 | 88.452777     |
| 1883 | 0.004248       | 0.002992 | 70.415519     |
| 1884 | 0.002987       | 0.003172 | 94.172075     |
| 1885 | 0.003037       | 0.002950 | 97.159304     |
| 1886 | 0.003217       | 0.003000 | 93.259172     |
| 1887 | 0.004550       | 0.003688 | 81.049881     |
| 1888 | 0.004920       | 0.003773 | 76.694525     |
| 1889 | 0.004666       | 0.004145 | 88.838161     |
| 1890 | 0.003683       | 0.003993 | 92.250986     |
| 1891 | 0.004137       | 0.002838 | 68.611646     |
| 1892 | 0.002659       | 0.003407 | 78.050723     |
| 1893 | 0.002977       | 0.002769 | 93.023824     |
| 1894 | 0.003027       | 0.002983 | 98.547500     |
| 1895 | 0.002629       | 0.002855 | 92.090175     |
| 1896 | 0.002759       | 0.002929 | 94.178887     |
| 1897 | 0.002871       | 0.002873 | 99.947399     |
| 1898 | 0.003295       | 0.002846 | 86.374371     |
| 1899 | 0.004008       | 0.003468 | 86.539416     |
| 1900 | 0.003820       | 0.003434 | 89.896620     |
| 1901 | 0.002908       | 0.003070 | 94.738838     |
| 1902 | 0.003253       | 0.004224 | 76.995486     |
| 1903 | 0.004022       | 0.003127 | 77.751193     |
| 1904 | 0.002604       | 0.003498 | 74.450571     |
| 1905 | 0.003928       | 0.002984 | 75.954459     |
| 1906 | 0.003428       | 0.002981 | 86.969306     |
| 1907 | 0.003038       | 0.002981 | 98.101120     |
| 1908 | 0.003391       | 0.003969 | 85.425091     |
| 1909 | 0.003875       | 0.003766 | 97.192126     |
| 1910 | 0.004103       | 0.005373 | 76.375450     |
| 1911 | 0.004386       | 0.003636 | 82.900401     |
| 1912 | 0.004074       | 0.003668 | 90.048496     |
| 1913 | 0.002977       | 0.002830 | 95.064190     |
| 1914 | 0.002940       | 0.003025 | 97.163028     |
| 1915 | 0.003343       | 0.003110 | 93.011857     |
| 1916 | 0.003808       | 0.003899 | 97.655480     |
| 1917 | 0.003423       | 0.003186 | 93.071239     |
| 1918 | 0.003575       | 0.003419 | 95.627983     |
| 1919 | 0.003973       | 0.003239 | 81.523666     |
| 1920 | 0.003581       | 0.003852 | 92.961728     |
| 1921 | 0.004485       | 0.003121 | 69.581511     |
| 1922 | 0.004336       | 0.004046 | 93.303806     |
| 1923 | 0.003801       | 0.003879 | 97.989548     |
| 1924 | 0.003360       | 0.002928 | 87.140942     |
| 1925 | 0.003531       | 0.002861 | 81.031105     |
| 1926 | 0.003496       | 0.003179 | 90.928080     |
| 1927 | 0.003209       | 0.003043 | 94.834581     |
| 1928 | 0.003431       | 0.002840 | 82.756538     |
| 1929 | 0.003754       | 0.003740 | 99.627058     |
| 1930 | 0.004290       | 0.003792 | 88.391795     |
| 1931 | 0.003087       | 0.003317 | 93.088281     |
| 1932 | 0.003710       | 0.003495 | 94.193990     |
| 1933 | 0.003970       | 0.003812 | 96.006125     |
| 1934 | 0.003457       | 0.002828 | 81.803927     |
| 1935 | 0.003466       | 0.003153 | 90.979715     |
| 1936 | 0.003232       | 0.003129 | 96.800880     |
| 1937 | 0.004169       | 0.003039 | 72.899661     |
| 1938 | 0.003511       | 0.003229 | 91.949724     |
| 1939 | 0.003282       | 0.003136 | 95.547945     |
| 1940 | 0.003121       | 0.003262 | 95.660524     |
| 1941 | 0.003034       | 0.003310 | 91.653276     |
| 1942 | 0.003215       | 0.003059 | 95.173396     |
| 1943 | 0.003579       | 0.003634 | 98.469233     |
| 1944 | 0.003081       | 0.003214 | 95.881033     |
| 1945 | 0.003169       | 0.003882 | 81.639906     |
| 1946 | 0.003288       | 0.003318 | 99.089647     |
| 1947 | 0.003437       | 0.003025 | 88.000143     |
| 1948 | 0.003732       | 0.003024 | 81.032350     |
| 1949 | 0.003293       | 0.003428 | 96.069489     |
| 1950 | 0.003192       | 0.003664 | 87.121089     |
| 1951 | 0.004190       | 0.003349 | 79.920445     |
| 1952 | 0.004275       | 0.004201 | 98.258244     |
| 1953 | 0.003873       | 0.003710 | 95.803815     |
| 1954 | 0.003960       | 0.003835 | 96.848743     |
| 1955 | 0.004220       | 0.003133 | 74.247022     |
| 1956 | 0.004492       | 0.003395 | 75.584453     |
| 1957 | 0.004029       | 0.003643 | 90.429061     |
| 1958 | 0.004400       | 0.003785 | 86.031905     |
| 1959 | 0.003586       | 0.003220 | 89.786393     |
| 1960 | 0.003135       | 0.003654 | 85.784242     |
| 1961 | 0.003219       | 0.004121 | 78.108312     |
| 1962 | 0.003931       | 0.003053 | 77.662680     |
| 1963 | 0.003739       | 0.003865 | 96.730655     |
| 1964 | 0.003418       | 0.003679 | 92.891245     |
| 1965 | 0.003305       | 0.003805 | 86.849162     |
| 1966 | 0.003633       | 0.003059 | 84.202355     |
| 1967 | 0.003947       | 0.003289 | 83.315482     |
| 1968 | 0.003110       | 0.003885 | 80.049363     |
| 1969 | 0.003956       | 0.003298 | 83.347871     |
| 1970 | 0.003442       | 0.003169 | 92.048897     |
| 1971 | 0.003941       | 0.004006 | 98.380493     |
| 1972 | 0.004012       | 0.003491 | 87.022898     |
| 1973 | 0.003284       | 0.004297 | 76.418366     |
| 1974 | 0.003301       | 0.003813 | 86.583218     |
| 1975 | 0.003727       | 0.004268 | 87.319892     |
| 1976 | 0.003593       | 0.003158 | 87.910340     |
| 1977 | 0.004379       | 0.004211 | 96.170944     |
| 1978 | 0.005039       | 0.003957 | 78.535800     |
| 1979 | 0.003479       | 0.003343 | 96.100424     |
| 1980 | 0.003701       | 0.003230 | 87.275874     |
| 1981 | 0.003425       | 0.003744 | 91.487005     |
| 1982 | 0.003473       | 0.004457 | 77.913260     |
| 1983 | 0.004781       | 0.003836 | 80.233259     |
| 1984 | 0.004088       | 0.003554 | 86.936352     |
| 1985 | 0.003559       | 0.004055 | 87.773738     |
| 1986 | 0.004339       | 0.003101 | 71.463334     |
| 1987 | 0.003051       | 0.003186 | 95.744802     |
| 1988 | 0.002899       | 0.002855 | 98.488066     |
| 1989 | 0.002899       | 0.002693 | 92.915171     |
